YEAR,TEAM,NET RPI,RESUME,B POWER,R SCORE,Champion
2016,Kansas,1,1,1.0,100.0,No
2016,Kentucky,11,21,7.0,99.6,No
2016,Little Rock,42,98,57.0,29.7,No
2016,Maryland,14,36,22.0,98.7,No
2016,Miami FL,9,10,11.0,99.8,No
2016,Michigan,57,33,44.0,58.3,No
2016,Michigan St.,12,6,2.0,99.9,No
2016,Middle Tennessee,78,134,128.0,0.0,No
2016,North Carolina,5,11,4.0,99.9,No
2016,Northern Iowa,70,45,76.0,4.5,No
2016,Notre Dame,31,18,37.0,96.6,No
2016,Oklahoma,6,3,8.0,99.9,No
2016,Oregon,2,4,13.0,99.9,No
2016,Oregon St.,33,22,60.0,82.7,No
2016,Pittsburgh,53,51,35.0,51.1,No
2016,Providence,40,55,53.0,74.2,No
2016,Purdue,15,26,9.0,99.4,No
2016,Saint Joseph's,21,31,43.0,96.9,No
2016,Seton Hall,19,17,30.0,99.3,No
2016,South Dakota St.,28,123,80.0,0.0,No
2016,Southern,186,246,223.0,0.0,No
2016,Stephen F. Austin,61,114,45.0,0.6,No
2016,Stony Brook,60,103,92.0,0.4,No
2016,Syracuse,72,32,38.0,9.3,No
2016,Temple,59,41,95.0,17.1,No
2016,Texas,27,7,32.0,98.6,No
2016,Texas A&M,18,16,17.0,99.4,No
2016,Texas Tech,36,20,42.0,89.4,No
2016,Tulsa,58,42,62.0,11.1,No
2016,UNC Asheville,137,152,122.0,0.0,No
2016,UNC Wilmington,46,117,82.0,0.2,No
2016,USC,51,40,41.0,40.6,No
2016,Utah,8,8,28.0,99.7,No
2016,Vanderbilt,63,47,23.0,15.4,No
2016,VCU,37,56,34.0,54.4,No
2016,Villanova,4,9,5.0,99.9,Yes
2016,Virginia,3,2,3.0,99.9,No
2016,Weber St.,108,143,140.0,0.0,No
2016,West Virginia,10,5,6.0,99.9,No
2016,Wichita St.,47,73,20.0,41.3,No
2016,Wisconsin,43,24,33.0,87.1,No
2016,Xavier,7,15,18.0,99.8,No
2016,Yale,44,107,51.0,5.0,No
2015,Albany,99,159,134.0,0.0,No
2015,Arizona,5,10,3.0,99.9,No
2015,Arkansas,20,27,29.0,98.3,No
2015,Baylor,10,8,13.0,99.8,No
2015,Belmont,105,186,149.0,0.0,No
2015,Boise St.,40,65,45.0,58.5,No
2015,Buffalo,28,110,57.0,3.5,No
2015,Butler,31,18,21.0,98.0,No
2015,BYU,36,72,27.0,66.5,No
2015,Cincinnati,37,24,41.0,66.7,No
2015,Coastal Carolina,130,158,147.0,0.0,No
2015,Davidson,35,47,30.0,87.2,No
2015,Dayton,32,64,49.0,65.4,No
2015,Duke,6,4,6.0,99.9,Yes
2015,Eastern Washington,74,138,135.0,0.0,No
2015,Georgetown,25,36,22.0,97.6,No
2015,Georgia,38,74,36.0,54.3,No
2015,Georgia St.,53,163,73.0,0.1,No
2015,Gonzaga,8,23,7.0,99.9,No
2015,Hampton,251,285,270.0,0.0,No
2015,Harvard,52,111,80.0,0.6,No
2015,Indiana,61,28,50.0,31.0,No
2015,Iowa,43,26,25.0,92.4,No
2015,Iowa St.,9,2,14.0,99.8,No
2015,Kansas,3,1,12.0,99.9,No
2015,Kentucky,1,3,1.0,100.0,No
2015,Lafayette,122,182,188.0,0.0,No
2015,Louisville,21,30,19.0,98.9,No
2015,LSU,57,31,47.0,57.2,No
2015,Manhattan,168,197,155.0,0.0,No
2015,Maryland,13,15,33.0,99.5,No
2015,Michigan St.,23,32,18.0,97.4,No
2015,Mississippi,60,40,38.0,25.5,No
2015,New Mexico St.,103,127,94.0,0.0,No
2015,North Carolina,11,13,11.0,99.7,No
2015,North Carolina St.,39,22,37.0,92.3,No
2015,North Dakota St.,92,151,157.0,0.0,No
2015,North Florida,162,201,137.0,0.0,No
2015,Northeastern,86,155,119.0,0.0,No
2015,Northern Iowa,14,41,17.0,99.4,No
2015,Notre Dame,16,11,10.0,99.7,No
2015,Ohio St.,41,52,16.0,84.0,No
2015,Oklahoma,18,7,9.0,99.7,No
2015,Oklahoma St.,49,19,34.0,62.0,No
2015,Oregon,27,33,52.0,92.7,No
2015,Providence,22,16,28.0,98.7,No
2015,Purdue,55,43,46.0,49.9,No
2015,Robert Morris,171,217,183.0,0.0,No
2015,San Diego St.,26,37,32.0,94.5,No
2015,SMU,12,25,26.0,98.8,No
2015,St. John's,44,21,40.0,93.1,No
2015,Stephen F. Austin,33,104,44.0,33.6,No
2015,Texas,42,35,20.0,85.2,No
2015,Texas Southern,118,92,214.0,0.0,No
2015,UAB,129,142,138.0,0.0,No
2015,UC Irvine,88,132,96.0,0.0,No
2015,UCLA,48,55,42.0,44.7,No
2015,Utah,19,45,8.0,98.0,No
2015,Valparaiso,50,125,64.0,3.7,No
2015,VCU,15,20,31.0,98.8,No
2015,Villanova,2,5,4.0,100.0,No
2015,Virginia,7,9,5.0,99.9,No
2015,West Virginia,24,17,23.0,98.9,No
2015,Wichita St.,17,46,15.0,98.5,No
2015,Wisconsin,4,6,2.0,100.0,No
2015,Wofford,47,95,100.0,5.4,No
2015,Wyoming,71,49,99.0,1.9,No
2015,Xavier,30,12,24.0,97.1,No
2014,Albany,185,242,187.0,0.0,No
2014,American,118,179,107.0,0.0,No
2014,Arizona,2,2,2.0,100.0,No
2014,Arizona St.,44,43,37.0,68.2,No
2014,Baylor,30,11,30.0,97.5,No
2014,BYU,31,51,44.0,70.8,No
2014,Cal Poly,208,232,172.0,0.0,No
2014,Cincinnati,21,23,26.0,98.6,No
2014,Coastal Carolina,196,205,236.0,0.0,No
2014,Colorado,34,36,60.0,83.2,No
2014,Connecticut,22,15,25.0,99.1,Yes
2014,Creighton,10,9,9.0,99.8,No
2014,Dayton,43,32,56.0,68.3,No
2014,Delaware,65,133,109.0,0.0,No
2014,Duke,9,7,6.0,99.8,No
2014,Eastern Kentucky,97,150,137.0,0.0,No
2014,Florida,1,3,3.0,100.0,No
2014,George Washington,29,25,48.0,94.8,No
2014,Gonzaga,20,64,22.0,92.5,No
2014,Harvard,46,121,32.0,15.8,No
2014,Iowa,56,37,20.0,48.5,No
2014,Iowa St.,7,6,21.0,99.8,No
2014,Kansas,3,1,5.0,99.9,No
2014,Kansas St.,51,18,46.0,66.6,No
2014,Kentucky,17,29,19.0,98.2,No
2014,Louisiana Lafayette,90,158,114.0,0.0,No
2014,Louisville,19,17,1.0,99.5,No
2014,Manhattan,60,116,77.0,0.5,No
2014,Massachusetts,23,13,49.0,97.4,No
2014,Memphis,37,31,43.0,89.8,No
2014,Mercer,81,138,98.0,0.0,No
2014,Michigan,11,4,12.0,99.8,No
2014,Michigan St.,18,8,11.0,99.7,No
2014,Milwaukee,131,202,163.0,0.0,No
2014,Mount St. Mary's,189,269,207.0,0.0,No
2014,Nebraska,48,34,54.0,68.7,No
2014,New Mexico,12,38,31.0,98.6,No
2014,New Mexico St.,72,113,71.0,0.1,No
2014,North Carolina,25,14,29.0,98.6,No
2014,North Carolina Central,99,139,89.0,0.0,No
2014,North Carolina St.,55,57,73.0,17.2,No
2014,North Dakota St.,35,110,59.0,5.0,No
2014,Ohio St.,24,22,15.0,98.7,No
2014,Oklahoma,26,24,28.0,97.5,No
2014,Oklahoma St.,45,45,16.0,77.9,No
2014,Oregon,28,28,27.0,96.3,No
2014,Pittsburgh,39,61,17.0,83.7,No
2014,Providence,40,42,45.0,74.1,No
2014,Saint Joseph's,32,19,55.0,92.5,No
2014,Saint Louis,27,26,35.0,96.5,No
2014,San Diego St.,15,39,24.0,99.3,No
2014,Stanford,41,33,34.0,81.4,No
2014,Stephen F. Austin,52,127,70.0,5.2,No
2014,Syracuse,16,10,18.0,99.7,No
2014,Tennessee,42,55,14.0,58.0,No
2014,Texas,36,12,41.0,96.1,No
2014,Texas Southern,239,287,248.0,0.0,No
2014,Tulsa,73,104,79.0,0.1,No
2014,UCLA,14,21,13.0,99.4,No
2014,VCU,13,27,23.0,98.8,No
2014,Villanova,5,20,7.0,99.9,No
2014,Virginia,8,16,4.0,99.8,No
2014,Weber St.,149,224,170.0,0.0,No
2014,Western Michigan,66,72,124.0,0.2,No
2014,Wichita St.,4,49,8.0,99.9,No
2014,Wisconsin,6,5,10.0,99.9,No
2014,Wofford,153,191,191.0,0.0,No
2014,Xavier,47,35,40.0,70.5,No
2013,Akron,42,91,52.0,21.5,No
2013,Albany,131,136,150.0,0.0,No
2013,Arizona,15,19,17.0,99.5,No
2013,Belmont,19,78,39.0,67.2,No
2013,Boise St.,44,28,45.0,68.0,No
2013,Bucknell,51,93,55.0,11.4,No
2013,Butler,22,14,48.0,98.7,No
2013,California,54,38,59.0,44.4,No
2013,Cincinnati,50,37,40.0,70.3,No
2013,Colorado,38,36,49.0,79.9,No
2013,Colorado St.,18,40,19.0,96.6,No
2013,Creighton,25,46,14.0,96.0,No
2013,Davidson,61,144,66.0,0.2,No
2013,Duke,1,3,5.0,99.9,No
2013,Florida,7,25,1.0,99.6,No
2013,Florida Gulf Coast,93,123,129.0,0.0,No
2013,Georgetown,11,8,15.0,99.8,No
2013,Gonzaga,6,22,4.0,99.9,No
2013,Harvard,92,149,98.0,0.0,No
2013,Illinois,40,16,44.0,93.3,No
2013,Indiana,8,2,3.0,99.9,No
2013,Iona,98,151,91.0,0.0,No
2013,Iowa St.,45,45,36.0,68.9,No
2013,James Madison,182,243,191.0,0.0,No
2013,Kansas,5,1,6.0,99.9,No
2013,Kansas St.,20,30,27.0,98.7,No
2013,La Salle,46,49,57.0,47.5,No
2013,Liberty,287,334,267.0,0.0,No
2013,LIU Brooklyn,179,209,187.0,0.0,No
2013,Louisville,3,5,2.0,99.9,Yes
2013,Marquette,13,17,25.0,99.4,No
2013,Memphis,12,52,34.0,98.2,No
2013,Miami FL,4,6,13.0,99.9,No
2013,Michigan,21,13,9.0,99.6,No
2013,Michigan St.,9,12,10.0,99.8,No
2013,Middle Tennessee,28,105,41.0,27.7,No
2013,Minnesota,34,20,23.0,94.4,No
2013,Mississippi,48,53,35.0,66.2,No
2013,Missouri,36,33,22.0,90.8,No
2013,Montana,74,116,138.0,0.0,No
2013,New Mexico,2,4,16.0,99.9,No
2013,New Mexico St.,55,86,81.0,1.2,No
2013,North Carolina,17,51,32.0,94.1,No
2013,North Carolina A&T,213,254,228.0,0.0,No
2013,North Carolina St.,33,43,29.0,91.0,No
2013,Northwestern St.,78,125,133.0,0.0,No
2013,Notre Dame,35,26,28.0,96.0,No
2013,Ohio St.,10,10,7.0,99.9,No
2013,Oklahoma,39,50,50.0,53.8,No
2013,Oklahoma St.,27,23,20.0,98.0,No
2013,Oregon,47,31,46.0,83.9,No
2013,Pacific,97,128,111.0,0.0,No
2013,Pittsburgh,43,34,8.0,93.7,No
2013,Saint Louis,16,7,18.0,99.5,No
2013,Saint Mary's,29,61,24.0,85.3,No
2013,San Diego St.,30,29,26.0,93.3,No
2013,South Dakota St.,62,87,95.0,0.3,No
2013,Southern,180,196,172.0,0.0,No
2013,Syracuse,14,18,12.0,99.6,No
2013,Temple,41,27,60.0,81.3,No
2013,UCLA,26,15,43.0,97.8,No
2013,UNLV,23,11,31.0,98.2,No
2013,Valparaiso,58,129,61.0,0.6,No
2013,VCU,24,24,21.0,98.1,No
2013,Villanova,52,21,54.0,65.0,No
2013,Western Kentucky,150,195,180.0,0.0,No
2013,Wichita St.,37,42,30.0,88.1,No
2013,Wisconsin,32,9,11.0,99.1,No
2012,Alabama,36,43,28.0,82.9,No
2012,Baylor,8,15,12.0,99.8,No
2012,Belmont,58,126,24.0,4.8,No
2012,BYU,45,66,49.0,28.2,No
2012,California,37,82,29.0,49.2,No
2012,Cincinnati,42,12,37.0,95.7,No
2012,Colorado,62,65,88.0,2.5,No
2012,Colorado St.,29,44,77.0,50.3,No
2012,Connecticut,32,36,39.0,77.4,No
2012,Creighton,24,38,26.0,97.7,No
2012,Davidson,64,93,68.0,1.0,No
2012,Detroit,125,146,115.0,0.0,No
2012,Duke,5,7,13.0,99.9,No
2012,Florida,30,28,17.0,97.6,No
2012,Florida St.,11,16,23.0,99.6,No
2012,Georgetown,15,13,15.0,99.6,No
2012,Gonzaga,25,37,27.0,94.2,No
2012,Harvard,35,71,40.0,75.3,No
2012,Indiana,17,9,11.0,99.7,No
2012,Iona,40,122,52.0,3.6,No
2012,Iowa St.,33,26,31.0,94.1,No
2012,Kansas,6,4,4.0,99.9,No
2012,Kansas St.,48,19,21.0,92.4,No
2012,Kentucky,2,5,1.0,100.0,Yes
2012,Lamar,108,186,99.0,0.0,No
2012,Lehigh,91,121,84.0,0.0,No
2012,LIU Brooklyn,80,152,164.0,0.0,No
2012,Long Beach St.,34,105,34.0,22.9,No
2012,Louisville,14,10,20.0,99.6,No
2012,Loyola MD,78,133,131.0,0.0,No
2012,Marquette,9,17,19.0,99.7,No
2012,Memphis,16,23,10.0,99.0,No
2012,Michigan,13,8,22.0,99.7,No
2012,Michigan St.,3,1,3.0,99.9,No
2012,Mississippi Valley St.,144,171,237.0,0.0,No
2012,Missouri,10,6,5.0,99.9,No
2012,Montana,74,109,93.0,0.1,No
2012,Murray St.,22,39,38.0,99.2,No
2012,New Mexico,27,21,18.0,98.1,No
2012,New Mexico St.,59,125,56.0,0.2,No
2012,Norfolk St.,128,161,191.0,0.0,No
2012,North Carolina,4,11,6.0,99.9,No
2012,North Carolina St.,49,79,45.0,15.6,No
2012,Notre Dame,39,20,43.0,93.1,No
2012,Ohio,46,89,67.0,12.1,No
2012,Ohio St.,7,3,2.0,99.9,No
2012,Purdue,47,30,33.0,83.2,No
2012,Saint Louis,31,61,14.0,86.9,No
2012,Saint Mary's,28,31,36.0,94.7,No
2012,San Diego St.,26,25,51.0,95.6,No
2012,South Dakota St.,43,145,54.0,1.0,No
2012,South Florida,52,55,60.0,14.1,No
2012,Southern Miss,21,41,64.0,93.1,No
2012,St. Bonaventure,72,83,58.0,1.0,No
2012,Syracuse,1,2,7.0,100.0,No
2012,Temple,20,24,35.0,98.5,No
2012,Texas,50,47,30.0,55.0,No
2012,UNC Asheville,104,158,118.0,0.0,No
2012,UNLV,18,27,32.0,98.1,No
2012,Vanderbilt,19,18,16.0,99.3,No
2012,VCU,38,97,50.0,31.2,No
2012,Vermont,135,174,123.0,0.0,No
2012,Virginia,53,49,25.0,62.8,No
2012,West Virginia,57,32,41.0,18.1,No
2012,Western Kentucky,189,224,201.0,0.0,No
2012,Wichita St.,12,35,9.0,99.1,No
2012,Wisconsin,23,14,8.0,99.4,No
2012,Xavier,41,34,57.0,63.2,No
2011,Akron,107,144,125.0,0.0,No
2011,Alabama St.,257,296,302.0,0.0,No
2011,Arizona,19,56,24.0,95.5,No
2011,Belmont,51,117,23.0,10.6,No
2011,Boston University,129,189,170.0,0.0,No
2011,Bucknell,79,129,85.0,0.0,No
2011,Butler,33,59,44.0,43.7,No
2011,BYU,5,4,11.0,99.9,No
2011,Cincinnati,36,18,19.0,97.8,No
2011,Clemson,57,80,29.0,20.5,No
2011,Connecticut,14,1,15.0,99.8,Yes
2011,Duke,4,12,2.0,99.9,No
2011,Florida,8,8,21.0,99.7,No
2011,Florida St.,55,63,45.0,33.8,No
2011,George Mason,24,42,26.0,92.9,No
2011,Georgetown,13,14,22.0,99.5,No
2011,Georgia,47,49,64.0,42.7,No
2011,Gonzaga,56,47,36.0,45.8,No
2011,Hampton,153,179,203.0,0.0,No
2011,Illinois,48,29,20.0,82.1,No
2011,Indiana St.,84,103,115.0,0.0,No
2011,Kansas,1,7,3.0,100.0,No
2011,Kansas St.,23,30,30.0,97.5,No
2011,Kentucky,7,11,9.0,99.8,No
2011,Little Rock,188,210,215.0,0.0,No
2011,LIU Brooklyn,75,126,107.0,0.0,No
2011,Louisville,17,3,12.0,99.7,No
2011,Marquette,64,19,28.0,66.2,No
2011,Memphis,28,45,91.0,68.1,No
2011,Michigan,52,31,40.0,72.5,No
2011,Michigan St.,45,25,46.0,76.7,No
2011,Missouri,37,35,34.0,87.9,No
2011,Morehead St.,77,163,94.0,0.0,No
2011,North Carolina,6,28,16.0,99.7,No
2011,Northern Colorado,99,171,116.0,0.0,No
2011,Notre Dame,9,2,10.0,99.9,No
2011,Oakland,53,110,58.0,3.5,No
2011,Ohio St.,2,9,1.0,100.0,No
2011,Old Dominion,20,21,49.0,97.1,No
2011,Penn St.,39,27,47.0,87.5,No
2011,Pittsburgh,10,5,4.0,99.9,No
2011,Princeton,40,88,81.0,9.0,No
2011,Purdue,12,16,6.0,99.7,No
2011,Richmond,41,52,39.0,77.9,No
2011,Saint Peter's,92,122,129.0,0.0,No
2011,San Diego St.,3,15,7.0,100.0,No
2011,St. John's,26,10,33.0,98.9,No
2011,Syracuse,18,6,13.0,99.7,No
2011,Temple,30,50,32.0,90.5,No
2011,Tennessee,34,24,54.0,47.2,No
2011,Texas,11,17,5.0,99.8,No
2011,Texas A&M,29,33,41.0,94.4,No
2011,UAB,31,58,60.0,46.9,No
2011,UC Santa Barbara,157,133,121.0,0.0,No
2011,UCLA,44,32,51.0,80.5,No
2011,UNC Asheville,147,220,144.0,0.0,No
2011,UNLV,25,38,25.0,96.4,No
2011,USC,67,37,48.0,10.8,No
2011,Utah St.,15,99,17.0,90.5,No
2011,UTSA,194,276,227.0,0.0,No
2011,Vanderbilt,27,26,31.0,96.5,No
2011,VCU,49,39,82.0,23.3,No
2011,Villanova,38,22,27.0,91.4,No
2011,Washington,32,34,14.0,95.2,No
2011,West Virginia,21,13,18.0,99.3,No
2011,Wisconsin,16,23,8.0,99.5,No
2011,Wofford,109,92,86.0,0.0,No
2011,Xavier,22,54,35.0,92.8,No
2010,Arkansas Pine Bluff,183,183,244.0,0.0,No
2010,Baylor,9,14,11.0,99.8,No
2010,Butler,12,40,22.0,99.2,No
2010,BYU,23,31,9.0,98.6,No
2010,California,20,85,15.0,82.3,No
2010,Clemson,34,23,25.0,94.4,No
2010,Cornell,46,113,60.0,10.3,No
2010,Duke,3,7,2.0,99.9,Yes
2010,East Tennessee St.,121,214,148.0,0.0,No
2010,Florida,56,54,52.0,20.1,No
2010,Florida St.,42,46,29.0,83.7,No
2010,Georgetown,7,3,10.0,99.9,No
2010,Georgia Tech,33,19,32.0,94.6,No
2010,Gonzaga,36,52,42.0,81.6,No
2010,Houston,110,99,84.0,0.0,No
2010,Kansas,1,1,1.0,100.0,No
2010,Kansas St.,6,5,7.0,99.9,No
2010,Kentucky,2,15,8.0,100.0,No
2010,Lehigh,152,225,191.0,0.0,No
2010,Louisville,37,37,34.0,76.5,No
2010,Marquette,50,22,19.0,91.0,No
2010,Maryland,24,25,13.0,98.4,No
2010,Michigan St.,28,36,20.0,96.7,No
2010,Minnesota,62,20,28.0,51.6,No
2010,Missouri,44,47,24.0,82.4,No
2010,Montana,97,161,91.0,0.0,No
2010,Morgan St.,103,176,151.0,0.0,No
2010,Murray St.,57,112,55.0,3.8,No
2010,New Mexico,10,6,39.0,99.7,No
2010,New Mexico St.,51,70,112.0,1.9,No
2010,North Texas,104,210,178.0,0.0,No
2010,Northern Iowa,17,53,31.0,97.3,No
2010,Notre Dame,49,12,30.0,89.2,No
2010,Oakland,52,125,133.0,0.0,No
2010,Ohio,95,103,100.0,0.0,No
2010,Ohio St.,22,18,6.0,99.5,No
2010,Oklahoma St.,32,24,45.0,94.7,No
2010,Old Dominion,27,60,35.0,77.9,No
2010,Pittsburgh,15,9,27.0,99.5,No
2010,Purdue,16,11,14.0,99.7,No
2010,Richmond,25,21,51.0,96.5,No
2010,Robert Morris,129,170,194.0,0.0,No
2010,Saint Mary's,35,50,26.0,86.9,No
2010,Sam Houston St.,70,172,101.0,0.0,No
2010,San Diego St.,18,39,40.0,95.0,No
2010,Siena,31,94,58.0,20.1,No
2010,Syracuse,5,4,3.0,99.9,No
2010,Temple,8,10,17.0,99.8,No
2010,Tennessee,14,35,38.0,98.5,No
2010,Texas,29,26,18.0,98.0,No
2010,Texas A&M,13,32,21.0,99.1,No
2010,UC Santa Barbara,94,185,149.0,0.0,No
2010,UNLV,48,17,41.0,85.1,No
2010,Utah St.,30,48,16.0,78.8,No
2010,UTEP,38,63,36.0,70.6,No
2010,Vanderbilt,26,28,37.0,96.7,No
2010,Vermont,118,193,138.0,0.0,No
2010,Villanova,11,8,12.0,99.8,No
2010,Wake Forest,39,16,54.0,83.8,No
2010,Washington,41,33,33.0,87.3,No
2010,West Virginia,4,2,4.0,99.9,No
2010,Winthrop,160,192,214.0,0.0,No
2010,Wisconsin,21,13,5.0,99.5,No
2010,Wofford,69,117,83.0,0.2,No
2010,Xavier,19,38,23.0,96.9,No
2009,Akron,99,104,94.0,0.0,No
2009,Alabama St.,179,159,186.0,0.0,No
2009,American,73,137,114.0,0.0,No
2009,Arizona,62,24,37.0,54.5,No
2009,Arizona St.,31,21,11.0,98.4,No
2009,Binghamton,88,177,177.0,0.0,No
2009,Boston College,60,35,64.0,65.9,No
2009,Butler,24,47,35.0,91.1,No
2009,BYU,29,37,19.0,94.9,No
2009,Cal St. Northridge,127,183,108.0,0.0,No
2009,California,39,19,27.0,96.2,No
2009,Chattanooga,174,160,209.0,0.0,No
2009,Clemson,28,43,22.0,95.6,No
2009,Cleveland St.,52,58,72.0,8.8,No
2009,Connecticut,8,7,4.0,99.9,No
2009,Cornell,115,194,104.0,0.0,No
2009,Dayton,27,48,83.0,76.5,No
2009,Duke,1,4,7.0,99.9,No
2009,East Tennessee St.,116,208,109.0,0.0,No
2009,Florida St.,15,32,38.0,98.6,No
2009,Gonzaga,26,20,5.0,98.9,No
2009,Illinois,22,8,23.0,99.1,No
2009,Kansas,11,5,13.0,99.8,No
2009,Louisville,4,2,6.0,99.9,No
2009,LSU,37,51,45.0,73.4,No
2009,Marquette,35,40,20.0,94.2,No
2009,Maryland,55,29,55.0,54.2,No
2009,Memphis,7,26,2.0,99.9,No
2009,Michigan,44,18,49.0,84.7,No
2009,Michigan St.,6,1,14.0,99.9,No
2009,Minnesota,42,27,39.0,86.7,No
2009,Mississippi St.,63,49,70.0,6.1,No
2009,Missouri,10,9,10.0,99.8,No
2009,Morehead St.,141,251,164.0,0.0,No
2009,Morgan St.,130,180,147.0,0.0,No
2009,North Carolina,3,12,3.0,99.9,Yes
2009,North Dakota St.,87,138,61.0,0.0,No
2009,Northern Iowa,59,53,82.0,3.8,No
2009,Ohio St.,32,14,34.0,97.4,No
2009,Oklahoma,5,6,12.0,99.9,No
2009,Oklahoma St.,19,33,29.0,97.6,No
2009,Pittsburgh,2,3,1.0,100.0,No
2009,Portland St.,113,148,112.0,0.0,No
2009,Purdue,20,13,15.0,99.2,No
2009,Radford,132,166,170.0,0.0,No
2009,Robert Morris,109,195,145.0,0.0,No
2009,Siena,18,67,73.0,58.1,No
2009,Stephen F. Austin,74,156,96.0,0.0,No
2009,Syracuse,12,10,18.0,99.7,No
2009,Temple,30,45,51.0,61.8,No
2009,Tennessee,25,46,32.0,89.9,No
2009,Texas,41,17,26.0,95.4,No
2009,Texas A&M,36,38,50.0,84.5,No
2009,UCLA,33,31,8.0,97.4,No
2009,USC,38,44,30.0,85.4,No
2009,Utah,9,41,25.0,98.2,No
2009,Utah St.,23,78,43.0,78.5,No
2009,VCU,50,125,57.0,0.8,No
2009,Villanova,13,11,17.0,99.7,No
2009,Wake Forest,16,15,21.0,99.6,No
2009,Washington,14,28,16.0,99.2,No
2009,West Virginia,21,34,9.0,98.8,No
2009,Western Kentucky,43,98,92.0,0.0,No
2009,Wisconsin,45,42,28.0,67.2,No
2009,Xavier,17,25,24.0,98.8,No
2008,American,91,183,149.0,0.0,No
2008,Arizona,37,16,19.0,91.8,No
2008,Arkansas,31,15,42.0,95.0,No
2008,Austin Peay,84,165,163.0,0.0,No
2008,Baylor,43,56,38.0,63.1,No
2008,Belmont,79,177,140.0,0.0,No
2008,Boise St.,87,79,126.0,0.1,No
2008,Butler,17,64,26.0,96.9,No
2008,BYU,25,42,34.0,93.5,No
2008,Cal St. Fullerton,80,129,87.0,0.0,No
2008,Clemson,19,33,12.0,98.7,No
2008,Connecticut,18,13,28.0,99.2,No
2008,Coppin St.,228,287,297.0,0.0,No
2008,Cornell,65,137,115.0,0.0,No
2008,Davidson,35,138,18.0,10.2,No
2008,Drake,10,20,14.0,99.7,No
2008,Duke,7,5,5.0,99.9,No
2008,George Mason,61,101,77.0,0.2,No
2008,Georgetown,8,14,7.0,99.8,No
2008,Georgia,98,54,94.0,0.0,No
2008,Gonzaga,30,34,25.0,93.8,No
2008,Indiana,22,31,24.0,98.1,No
2008,Kansas,5,11,1.0,99.9,Yes
2008,Kansas St.,50,50,29.0,68.7,No
2008,Kent St.,21,62,47.0,85.0,No
2008,Kentucky,57,30,83.0,32.3,No
2008,Louisville,13,6,11.0,99.7,No
2008,Marquette,20,28,16.0,98.8,No
2008,Memphis,3,12,3.0,100.0,No
2008,Miami FL,34,37,44.0,89.4,No
2008,Michigan St.,16,17,17.0,99.5,No
2008,Mississippi St.,40,71,35.0,53.2,No
2008,Mississippi Valley St.,223,259,304.0,0.0,No
2008,Mount St. Mary's,159,192,170.0,0.0,No
2008,North Carolina,2,2,4.0,100.0,No
2008,Notre Dame,26,18,27.0,98.5,No
2008,Oklahoma,27,25,40.0,95.5,No
2008,Oral Roberts,53,112,73.0,1.1,No
2008,Oregon,58,39,32.0,53.3,No
2008,Pittsburgh,15,10,23.0,99.7,No
2008,Portland St.,90,168,108.0,0.0,No
2008,Purdue,45,19,30.0,94.8,No
2008,Saint Joseph's,44,23,43.0,63.6,No
2008,Saint Mary's,36,53,36.0,74.6,No
2008,San Diego,94,72,122.0,0.0,No
2008,Siena,66,104,99.0,0.1,No
2008,South Alabama,38,70,56.0,39.1,No
2008,Stanford,14,8,9.0,99.7,No
2008,Temple,47,43,60.0,21.0,No
2008,Tennessee,1,4,15.0,99.9,No
2008,Texas,6,3,8.0,99.9,No
2008,Texas A&M,41,29,22.0,93.4,No
2008,UCLA,4,1,2.0,100.0,No
2008,UMBC,88,169,127.0,0.0,No
2008,UNLV,24,40,50.0,90.5,No
2008,USC,28,21,21.0,98.2,No
2008,UT Arlington,147,178,179.0,0.0,No
2008,Vanderbilt,12,22,51.0,98.2,No
2008,Villanova,51,36,55.0,60.8,No
2008,Washington St.,23,35,10.0,98.6,No
2008,West Virginia,29,32,20.0,96.8,No
2008,Western Kentucky,39,124,45.0,5.3,No
2008,Winthrop,108,121,96.0,0.0,No
2008,Wisconsin,11,9,6.0,99.9,No
2008,Xavier,9,7,13.0,99.7,No
